drug_id,model1,model2,t_stat,p_value
64.0,con,esn,0.9791906441327736,0.3312311121421977
64.0,con,ar,0.6894372324644,0.49307979781718436
64.0,con,arc,-2.1779301711020245,0.033162592258276676
64.0,ens,esn,3.324048203916639,0.0014817439446916745
64.0,ens,ar,2.681126981620637,0.009355032519366613
64.0,ens,arc,-0.4004958244497374,0.6901462845179145
64.0,esn,ar,-0.12295371985830329,0.902535151022112
64.0,esn,arc,-3.3698588913424805,0.001288076439608551
64.0,ar,arc,-3.630024259462006,0.0005697660732059032
65.0,con,ens,-0.46227516938789404,0.6453597423930133
65.0,con,esn,-2.2236799921989623,0.029495235716111155
65.0,con,ar,-0.9581823110668146,0.34136529637026747
65.0,con,arc,0.09738911380081242,0.9227038752601386
65.0,ens,esn,-2.607473761472067,0.01120181606244574
65.0,ens,ar,-0.6477224700254287,0.5193454380046265
65.0,ens,arc,0.9680767964903506,0.33643666740854006
65.0,esn,ar,1.855798264172502,0.06781624376950843
65.0,esn,arc,2.6959664713143923,0.00883798939440794
65.0,ar,arc,1.6811868741064944,0.0973145719216438
66.0,con,ens,2.0966927623214686,0.03958437382233406
66.0,con,esn,0.7260652548420801,0.4701855334859455
66.0,con,ar,1.8473642927588543,0.06886063116193292
66.0,con,arc,1.769597230164147,0.08108809941785526
66.0,ens,esn,-1.8037349268535758,0.0755149778416254
66.0,ens,ar,0.0695519868513739,0.9447457752155013
66.0,ens,arc,0.019277213387336612,0.9846740330503208
66.0,esn,ar,1.46157645553485,0.14826927062929252
66.0,esn,arc,1.6550142140211785,0.10233582502987529
66.0,ar,arc,-0.05804662276728124,0.953874551521182
67.0,con,ens,0.7341193298368885,0.4653998668076066
67.0,con,esn,-0.5755793505191027,0.5667994634005655
67.0,con,ar,0.07633229249363252,0.9393788757006821
67.0,con,arc,-0.06072763778199738,0.9517542516298164
67.0,ens,esn,-1.4182706579646784,0.1606785479890035
67.0,ens,ar,-0.858249257084458,0.393769946854304
67.0,ens,arc,-1.1737950576825584,0.24457191696506492
67.0,esn,ar,0.6968530667088529,0.48827022741096504
67.0,esn,arc,0.640686996143889,0.5238793481087284
67.0,ar,arc,-0.17230806795927064,0.8637071484759196
68.0,con,ens,3.6482836030596935,0.0005129393832355505
68.0,con,esn,1.6332626930667489,0.10703595765059744
68.0,con,ar,3.3246517551676282,0.0014292111261628878
68.0,con,arc,2.917199528097415,0.004782182832069491
68.0,ens,esn,-1.663278286758025,0.10085939888618813
68.0,ens,ar,-1.0149549444697163,0.31372507162529306
68.0,ens,arc,-0.5427126595760722,0.5891020771943236
68.0,esn,ar,0.5282163594085432,0.5990688417154248
68.0,esn,arc,0.9232076088853907,0.3591633443677552
68.0,ar,arc,0.6183824075085316,0.5383891592600443
69.0,con,ens,-1.1906791735965891,0.23791949743751237
69.0,con,esn,-1.3021978025048329,0.19724235636050727
69.0,con,ar,0.1475918655304464,0.8831016287875332
69.0,con,arc,-1.9935514899338391,0.05021439577847153
69.0,ens,esn,-0.19086692975332095,0.8491985678226897
69.0,ens,ar,1.8143600743392128,0.07403355132942614
69.0,ens,arc,-1.5726599977133244,0.12043923885414061
69.0,esn,ar,1.6162600765906914,0.11066847944062667
69.0,esn,arc,-0.8234794014545657,0.41311421787255176
69.0,ar,arc,-4.064943874429855,0.00012703215406969766
71.0,con,ens,0.5333800585409604,0.5955355382652023
71.0,con,esn,-0.784201426683571,0.43568572663910377
71.0,con,ar,1.1841710495947788,0.24052937948543365
71.0,con,arc,0.406436592836226,0.6857171726429789
71.0,ens,esn,-1.8993596174708254,0.061823226451792695
71.0,ens,ar,1.3379782168315761,0.18542712064872124
71.0,ens,arc,-0.07001235894473219,0.944392372889511
71.0,esn,ar,2.084301057317519,0.04094851888203601
71.0,esn,arc,2.23860313478534,0.028508235778722683
71.0,ar,arc,-1.2098647677880978,0.23058225247456812
72.0,con,ens,1.2126690819514645,0.2295149455016147
72.0,con,esn,-0.5636965060171182,0.5748426415536456
72.0,con,ar,1.194785138071075,0.23638335486554957
72.0,con,arc,0.8833454819695401,0.38020829820798485
72.0,ens,esn,-3.0426145363740424,0.0033476619633033104
72.0,ens,ar,-0.07576695720201017,0.9398302900174287
72.0,ens,arc,-0.39856538753349996,0.6914808354508357
72.0,esn,ar,2.7571933896854945,0.007505376630485419
72.0,esn,arc,2.2823510428990836,0.025649641639304995
72.0,ar,arc,-0.33877641934456715,0.7358376151238382
73.0,con,ens,1.1831435217057173,0.24093351180395642
73.0,con,esn,-0.8714874005981537,0.3866002411809314
73.0,con,ar,0.7429168925708992,0.4601289919696654
73.0,con,arc,0.19004658238114683,0.8498472534156524
73.0,ens,esn,-2.3464820475075676,0.021917297037212315
73.0,ens,ar,-0.7801110718459174,0.4380727999109547
73.0,ens,arc,-1.7286568190079956,0.08847650116754512
73.0,esn,ar,1.736679210116005,0.08703974006099865
73.0,esn,arc,1.1723381451572792,0.24521295286957623
73.0,ar,arc,-0.8425982626907181,0.40245104746922933
75.0,con,ens,1.546943585677753,0.1265185419673112
75.0,con,esn,-0.658016359682621,0.5127491840364162
75.0,con,ar,0.8822965319586199,0.3807247961545076
75.0,con,arc,2.101277687539269,0.03932522435839101
75.0,ens,esn,-2.8178482499126254,0.0063247431656161856
75.0,ens,ar,-0.18435820081776308,0.8542811597055514
75.0,ens,arc,1.1555841063785288,0.2518955769251886
75.0,esn,ar,1.751077553569492,0.08444208360210227
75.0,esn,arc,3.1425500951796552,0.0024812462449863297
75.0,ar,arc,1.0291666077157766,0.3070482609641216
76.0,con,ens,0.4768871975472868,0.6350177023514567
76.0,con,esn,-0.07438734587286314,0.940927180427817
76.0,con,ar,0.7181054136327512,0.4752266644917761
76.0,con,arc,1.5732338852004895,0.12044659739023256
76.0,ens,esn,-0.5993819593617965,0.5509702902760143
76.0,ens,ar,0.24373088291490186,0.8081952744069636
76.0,ens,arc,1.331081331343972,0.1877421681484756
76.0,esn,ar,0.7697688751086479,0.444183418697664
76.0,esn,arc,1.7537868800533334,0.08410942739769028
76.0,ar,arc,0.8672203210450046,0.38896340571582877
77.0,con,ens,0.8598585520823864,0.39288839152914234
77.0,con,esn,-1.0915259214148456,0.27889394584557753
77.0,con,ar,0.5946642818709991,0.5540414935551065
77.0,con,arc,0.4680244096686852,0.6412637864017647
77.0,ens,esn,-2.288581441136509,0.025216518389003476
77.0,ens,ar,-0.09256770335729035,0.9265191831576858
77.0,ens,arc,-0.6420605847167399,0.5229925315825301
77.0,esn,ar,1.8052276971575316,0.07546600105635358
77.0,esn,arc,2.2338368466997087,0.028786101831326114
77.0,ar,arc,-0.3342803156350603,0.7391968541042837
78.0,con,ens,0.5400748645283735,0.5909098330927629
78.0,con,esn,-1.1104379917345264,0.27072156870437647
78.0,con,ar,0.12638644214566727,0.8997989943803756
78.0,con,arc,-0.43421354749257457,0.6655080513128468
78.0,ens,esn,-2.1076767454038356,0.038748358556198154
78.0,ens,ar,-0.471614169004945,0.6387119574915219
78.0,ens,arc,-1.5323031427648177,0.13008712846246268
78.0,esn,ar,1.0356365176386577,0.3040407124758377
78.0,esn,arc,0.5780924560315938,0.5651112908356093
78.0,ar,arc,-0.8048856356960754,0.4236910084050943
79.0,con,ens,-2.807348691226569,0.006512082170960373
79.0,con,esn,-0.40178820614315547,0.689099938348521
79.0,con,ar,-1.440716721859714,0.154253586573506
79.0,con,arc,-1.3507579228074054,0.1812508702967995
79.0,ens,esn,2.587643803818245,0.011804668236954185
79.0,ens,ar,1.1678471142083,0.24694693559283504
79.0,ens,arc,1.530322674905889,0.13057593776565848
79.0,esn,ar,-1.0490608230700462,0.2978643888527142
79.0,esn,arc,-1.1433294020288367,0.25691107719100736
79.0,ar,arc,0.03267429577001533,0.9740300401871784
81.0,con,ens,0.6971616411041752,0.48807834365358493
81.0,con,esn,1.0972562917723319,0.2763997918551437
81.0,con,ar,1.4286688792127944,0.15767690837237963
81.0,con,arc,0.6631599670429876,0.5094699931741027
81.0,ens,esn,0.9209821304352714,0.3603156876591911
81.0,ens,ar,0.9965729555793572,0.32250497625440366
81.0,ens,arc,0.006377311259830521,0.9949303488570653
81.0,esn,ar,-0.11862582425110159,0.905921542520257
81.0,esn,arc,-0.7302652203871112,0.4677365766098087
81.0,ar,arc,-1.5718874477883962,0.12061840065374665
82.0,con,ens,1.0065220580464698,0.31773277567914443
82.0,con,esn,-0.7386518760945897,0.46266033274360996
82.0,con,ar,2.0871506232127977,0.04062520399353019
82.0,con,arc,1.204967542957038,0.2323926631095423
82.0,ens,esn,-1.4600964663998808,0.14886842748943618
82.0,ens,ar,1.4223796939759323,0.15948716541511937
82.0,ens,arc,0.3016431928073049,0.7638446463626822
82.0,esn,ar,2.1279929013385717,0.036965325951840024
82.0,esn,arc,1.7932670862893645,0.07737697465524657
82.0,ar,arc,-1.467420290556578,0.1468719324820466
83.0,con,ens,1.9976531013862158,0.049756736531139656
83.0,con,esn,1.8339296370407174,0.07104039060350059
83.0,con,ar,1.8329704467891255,0.07118469865331825
83.0,con,arc,3.5331961615422696,0.0007431000110040794
83.0,ens,esn,0.024786160100612194,0.9802981241361379
83.0,ens,ar,0.12709874672527055,0.8992373387566119
83.0,ens,arc,1.2677550705300413,0.20920931789003228
83.0,esn,ar,0.10424732113943769,0.9172799491921506
83.0,esn,arc,1.193214394112285,0.2369319940144145
83.0,ar,arc,0.8186866835850737,0.4158250842117711
84.0,con,ens,3.322302381027936,0.0014395886138163804
84.0,con,esn,1.6549308321597758,0.10254726626573421
84.0,con,ar,2.3487089077925,0.021752385375706274
84.0,con,arc,3.0914241340285007,0.0028870708479995133
84.0,ens,esn,-0.5326287806382145,0.5960268666486617
84.0,ens,ar,0.2905302426374939,0.7722948373498296
84.0,ens,arc,1.0475605880398446,0.29855034148774123
84.0,esn,ar,0.6375677185792679,0.5258961399351227
84.0,esn,arc,1.1319942988590395,0.2616129245202696
84.0,ar,arc,0.9800331177861681,0.33054374706519896
85.0,con,ens,1.3238658983514406,0.18998083574478533
85.0,con,esn,-1.1779039918032113,0.24294081619710714
85.0,con,ar,0.014539241565433557,0.9884423463765011
85.0,con,arc,0.8207375474196308,0.4146637587464539
85.0,ens,esn,-3.0810841697521125,0.0029763394767518842
85.0,ens,ar,-1.891413609117727,0.06282905686349803
85.0,ens,arc,-0.6007952591906546,0.5499737333899459
85.0,esn,ar,1.5183338636455357,0.13356612020700528
85.0,esn,arc,3.095441510586274,0.002853066084746347
85.0,ar,arc,1.3326246025596298,0.18710337810173283
86.0,con,ens,0.6372201709505974,0.5260309225291735
86.0,con,esn,-0.5406542477112093,0.590438068885347
86.0,con,ar,2.1272134574967683,0.03687740261272968
86.0,con,arc,2.342288019609735,0.02197435822092422
86.0,ens,esn,-1.5566897686761658,0.12399075086631922
86.0,ens,ar,1.639151666572541,0.10560569078281327
86.0,ens,arc,2.176472454894165,0.03284774204343933
86.0,esn,ar,2.2638464119001287,0.026640584769694286
86.0,esn,arc,2.666095664573409,0.00949537064023027
86.0,ar,arc,0.21420951722609227,0.8309976863023681
87.0,con,ens,3.090448003682348,0.0028953901321150223
87.0,con,esn,-0.11813093099339542,0.9063121742973528
87.0,con,ar,2.5269163612996777,0.013838143934749813
87.0,con,arc,3.0562983217805044,0.0032009099531214525
87.0,ens,esn,-2.702608278192772,0.008680402370840841
87.0,ens,ar,0.4503169579332018,0.6539143769887736
87.0,ens,arc,0.3570671898272633,0.7221472458734833
87.0,esn,ar,2.5734681268856936,0.012253489936397697
87.0,esn,arc,2.870931055464119,0.0054512749466793
87.0,ar,arc,-0.3116810695899426,0.7562365367248398
88.0,con,ens,1.324954875632311,0.1896212754477937
88.0,con,esn,0.3055248408764723,0.7608997785877517
88.0,con,ar,1.7419716787372674,0.08603499391094005
88.0,con,arc,1.5991912363763032,0.11441459403448503
88.0,ens,esn,-1.1398697301487468,0.2583397631038155
88.0,ens,ar,0.5998260116147043,0.5506158043997813
88.0,ens,arc,0.03466003064428904,0.9724523748279215
88.0,esn,ar,1.8040103446958164,0.07565868300972294
88.0,esn,arc,1.2771546734232997,0.2058913467502858
88.0,ar,arc,-0.7253421582085839,0.47073102472828277
89.0,con,ens,0.6091311192735638,0.5444673181282937
89.0,con,esn,-0.670914348773316,0.504547655991128
89.0,con,ar,1.2646584157995384,0.21031103243308455
89.0,con,arc,1.5918263085034956,0.11606217986875621
89.0,ens,esn,-1.7678938643092925,0.08156449936437354
89.0,ens,ar,1.353043084268561,0.180523300065967
89.0,ens,arc,2.3298948747079686,0.02278785274136617
89.0,esn,ar,2.5001037363920817,0.014832659291029848
89.0,esn,arc,3.0506854495013993,0.0032539107583560317
89.0,ar,arc,0.9306892051820792,0.3553067872075675
90.0,con,ens,2.760737844133244,0.007406898381294676
90.0,con,esn,2.1433268140861776,0.03566726046406877
90.0,con,ar,2.319652940149569,0.02336974529998649
90.0,con,arc,2.9290693281802787,0.004623223685578247
90.0,ens,esn,0.4913093394894334,0.6247897364577282
90.0,ens,ar,0.5689254414236501,0.5712811080244427
90.0,ens,arc,1.5963259027634913,0.11505333931145725
90.0,esn,ar,-0.034949203666022804,0.9722226360481121
90.0,esn,arc,0.5115720498646106,0.6106078314580881
90.0,ar,arc,1.1164984926835022,0.26813852424106505
91.0,con,ens,1.771283638106482,0.08106131429140007
91.0,con,esn,1.3007279964327312,0.19780762165550358
91.0,con,ar,0.9761837377721251,0.33248494877852464
91.0,con,arc,1.5726733811666767,0.12050524826372541
91.0,ens,esn,-0.16181850439553255,0.8719357844620818
91.0,ens,ar,-0.5630015721875896,0.5753130610498305
91.0,ens,arc,0.038424209823446,0.9694637210174527
91.0,esn,ar,-0.27356923812759326,0.7852572514471955
91.0,esn,arc,0.13503627904270235,0.8929880532696
91.0,ar,arc,0.6477505440981521,0.519359852195876
92.0,con,ens,2.0509987490215935,0.04412269277794611
92.0,con,esn,-0.04315717360411083,0.9657027212380107
92.0,con,ar,2.2828428698150245,0.025571384699260992
92.0,con,arc,3.27195297355711,0.0016797978295965523
92.0,ens,esn,-1.8753706809735897,0.06503582578854893
92.0,ens,ar,0.42015884947217474,0.6756941146393298
92.0,ens,arc,1.8106419847111574,0.07461398340513621
92.0,esn,ar,1.8885748996214795,0.06321486116851423
92.0,esn,arc,2.7473826147717393,0.007683319813833807
92.0,ar,arc,1.4751476315239065,0.14478819458598385
93.0,con,ens,-0.9838956880850824,0.3285078207833546
93.0,con,esn,-1.3795619439947002,0.1720511585905502
93.0,con,ar,0.052409291636350074,0.9583497492596291
93.0,con,arc,-0.8944542462688604,0.37410107826513794
93.0,ens,esn,-0.5426493565692478,0.5890706386984887
93.0,ens,ar,1.3782970542021105,0.17243954401121966
93.0,ens,arc,-0.013371168380876043,0.989369170797399
93.0,esn,ar,1.4828635966890442,0.14253606912478547
93.0,esn,arc,0.5573238511775369,0.5790590296612138
93.0,ar,arc,-1.7439990242435526,0.08548728219153574
95.0,con,ens,-0.5894272003039349,0.5575870929592507
95.0,con,esn,-0.6554963411402542,0.5144266908799935
95.0,con,ar,-0.11384059509101535,0.9097097507833921
95.0,con,arc,-0.2771848604357383,0.7825044919152687
95.0,ens,esn,-0.0028260880791349335,0.9977536357657513
95.0,ens,ar,0.7128695577031523,0.47843937142716586
95.0,ens,arc,0.5836260880599552,0.561461180837634
95.0,esn,ar,0.5926241206524288,0.555457833651952
95.0,esn,arc,0.5327514837832767,0.595994875106781
95.0,ar,arc,-0.2011260172799456,0.8412185956877307
96.0,con,ens,0.8824994950384557,0.3806158599281827
96.0,con,esn,0.6637388155819213,0.5091016652024192
96.0,con,ar,1.3086506463040495,0.1950584526242685
96.0,con,arc,1.3045703351181672,0.19643727798348165
96.0,ens,esn,-0.09776788920505698,0.9224042162256966
96.0,ens,ar,0.8099048387814979,0.42082006245755943
96.0,ens,arc,0.36804971319327906,0.7139793881024268
96.0,esn,ar,0.7857194807295954,0.43476115903868184
96.0,esn,arc,0.31821747480048274,0.7512952348602883
96.0,ar,arc,-0.5638609013980693,0.5747037685606863
98.0,con,ens,1.2954280458180778,0.19961824868653028
98.0,con,esn,0.043417699180479045,0.9654977069495269
98.0,con,ar,1.3764527454579913,0.1732643149941664
98.0,con,arc,1.3825367497131187,0.17139812721773143
98.0,ens,esn,-1.459119482641017,0.14920483878001836
98.0,ens,ar,0.7064278956121882,0.48237155382389185
98.0,ens,arc,0.8044288176658826,0.4239945949334274
98.0,esn,ar,2.2138343628733583,0.030248113728354217
98.0,esn,arc,2.1682451325866414,0.03369550352766802
98.0,ar,arc,0.4349809763272173,0.6649741645261859
100.0,con,ens,0.9376117451233245,0.35176228912862617
100.0,con,esn,0.036971275657992485,0.9706162310058639
100.0,con,ar,1.1317941458642717,0.26169649156185376
100.0,con,arc,0.8901288892700189,0.3765351447481219
100.0,ens,esn,-1.29404576464129,0.20002742652139097
100.0,ens,ar,0.6120945948696289,0.542516505525892
100.0,ens,arc,0.19665267711251458,0.8446859101400988
100.0,esn,ar,1.7020945614339105,0.0933055984686297
100.0,esn,arc,1.3948639560729794,0.16759663390701623
100.0,ar,arc,-0.44445318146449214,0.6581263270915974
102.0,con,ens,2.017386788124543,0.04766386171241642
102.0,con,esn,-0.313667825590421,0.7547478285645626
102.0,con,ar,1.2138817960264194,0.22905450783242784
102.0,con,arc,2.3744351195551627,0.020447527803393394
102.0,ens,esn,-2.2236303950857788,0.029549139972471765
102.0,ens,ar,-0.45568239094192564,0.6500918488454135
102.0,ens,arc,0.8988131294516539,0.3719711150145958
102.0,esn,ar,1.5194858357954912,0.13334546649139917
102.0,esn,arc,2.4199964968815815,0.018239634347631362
102.0,ar,arc,1.4980092137788568,0.13882768323782632
103.0,con,ens,1.96543222748437,0.05363967068849286
103.0,con,esn,-0.17121944745188686,0.864583120763778
103.0,con,ar,2.4724286830662505,0.016045603370833033
103.0,con,arc,2.3936792080251457,0.01957604080471278
103.0,ens,esn,-1.8763886312264753,0.06509253700340684
103.0,ens,ar,0.7652103626510759,0.4469158408337677
103.0,ens,arc,0.7548476300261356,0.45306679233708924
103.0,esn,ar,2.5501640041794116,0.01313318863708711
103.0,esn,arc,2.22527093485575,0.029538853295297186
103.0,ar,arc,-0.06962932849670905,0.9447024653683491
105.0,con,ens,-0.2575090533028891,0.7975634962026881
105.0,con,esn,-1.651441498838387,0.10325958912455338
105.0,con,ar,-0.2518847526973758,0.8018898759690305
105.0,con,arc,1.0618626990037978,0.2920547773514447
105.0,ens,esn,-1.76160891302052,0.08263030963862819
105.0,ens,ar,-0.13802148398075648,0.8906313372060599
105.0,ens,arc,1.8517579524842909,0.06840247924869805
105.0,esn,ar,1.7956453400594314,0.07699381830434279
105.0,esn,arc,2.6293642515116034,0.010568881958258333
105.0,ar,arc,1.0628196626570208,0.29162364523809914
106.0,con,ens,1.2656554735533407,0.20977401725885142
106.0,con,esn,0.08786038832533827,0.9302349810378467
106.0,con,ar,1.788233821715143,0.07800474143155436
106.0,con,arc,1.8957171823611298,0.06206780965916153
106.0,ens,esn,-1.0439217125996036,0.30006297875255433
106.0,ens,ar,1.5769083776119797,0.11926213230954943
106.0,ens,arc,1.8264455759527896,0.07198712342004954
106.0,esn,ar,1.9161997850454424,0.05936590018039798
106.0,esn,arc,1.9120448386740847,0.05990578486182213
106.0,ar,arc,1.5192073660911445,0.13315108591899355
107.0,con,ens,1.7662496300898431,0.08190923572276923
107.0,con,esn,0.9504198016932887,0.3453149073655848
107.0,con,ar,2.079218258033703,0.04142818712969196
107.0,con,arc,3.0003072053157935,0.003784926621547649
107.0,ens,esn,-0.8357784474788542,0.406250284871161
107.0,ens,ar,0.5555043574675286,0.5803999209899646
107.0,ens,arc,1.6240769131580606,0.10905520752502361
107.0,esn,ar,0.9646540610727559,0.3381871069639818
107.0,esn,arc,1.6878689116372065,0.09608660323600861
107.0,ar,arc,1.0162889644379656,0.3131477734909818
109.0,con,ens,-0.5893782314663155,0.5574783820892977
109.0,con,esn,-2.509801325706253,0.014361730716216981
109.0,con,ar,-0.25535008208518334,0.7991909919647839
109.0,con,arc,-2.0685160772402833,0.04223468258554549
109.0,ens,esn,-2.3289424736184183,0.022712990872304866
109.0,ens,ar,0.3767990820336749,0.7074467221837422
109.0,ens,arc,-2.1280152533843166,0.03680851389290409
109.0,esn,ar,2.0952547581208925,0.03971605777526144
109.0,esn,arc,0.9222623749795542,0.3595151766299286
109.0,ar,arc,-3.1067421916915685,0.0027191273268838963
110.0,con,ens,0.5200413284180171,0.6047237286942022
110.0,con,esn,-1.7301304739644674,0.08814343441139759
110.0,con,ar,-0.2638230156188446,0.7927141767375521
110.0,con,arc,-0.4237354453095187,0.67309613893041
110.0,ens,esn,-2.0648567288797786,0.042752433693814
110.0,ens,ar,-0.9426286616719964,0.34920786935374115
110.0,ens,arc,-1.1356566874808585,0.2600871472222199
110.0,esn,ar,1.4486346348546841,0.15203538306312397
110.0,esn,arc,1.3766847652065546,0.17312571174767122
110.0,ar,arc,-0.2587191541903098,0.7966334758291311
111.0,con,ens,1.779864180656515,0.07956609256575896
111.0,con,esn,-2.1981264003805583,0.031347669516998446
111.0,con,ar,1.3202057564674512,0.1911931100389491
111.0,con,arc,1.1876841670063387,0.23908991758900164
111.0,ens,esn,-3.127884374712942,0.002591842078217458
111.0,ens,ar,-0.1569564450258459,0.8757442706024193
111.0,ens,arc,-0.28100960927666513,0.7795563077571768
111.0,esn,ar,2.486731376456832,0.015352332431922662
111.0,esn,arc,2.42761355210891,0.01785139206974056
111.0,ar,arc,-0.19102535020987077,0.8490749380276646
112.0,con,ens,0.6402579472443681,0.5241565121985283
112.0,con,esn,1.8838374230598551,0.06386318009833515
112.0,con,ar,1.9689522323779318,0.05303552401300015
112.0,con,arc,3.0030719945577014,0.0037375084776574076
112.0,ens,esn,1.657883363357182,0.10194765343970594
112.0,ens,ar,2.320711025089026,0.023309025799407
112.0,ens,arc,3.084805090190646,0.0029439230502334183
112.0,esn,ar,0.27271581647035903,0.7858981469139749
112.0,esn,arc,1.7342476931407778,0.08740554479122145
112.0,ar,arc,1.1509985259802946,0.2537640915615687
113.0,con,ens,1.3888584721577557,0.16947536290723303
113.0,con,esn,0.2659723916411374,0.7910772336579679
113.0,con,ar,1.0068903983724937,0.3176100854514649
113.0,con,arc,1.3051658569031301,0.19630098541445068
113.0,ens,esn,-1.323162473165623,0.19027925768920972
113.0,ens,ar,-0.35107974752627846,0.7266301035121621
113.0,ens,arc,-0.1054258423127723,0.9163529086123069
113.0,esn,ar,0.8683256356208623,0.3883158092305632
113.0,esn,arc,1.2573260401884911,0.21300075307392796
113.0,ar,arc,0.2808384808000486,0.7796997123005829
114.0,con,ens,2.2982611397369817,0.024627802826718535
114.0,con,esn,1.9586671812922696,0.05425457920956952
114.0,con,ar,2.0458201040376003,0.0446443908489756
114.0,con,arc,2.9400006338635456,0.004481172250302075
114.0,ens,esn,-0.17027390813815285,0.8653003287304043
114.0,ens,ar,-0.33085817234637344,0.741768973178834
114.0,ens,arc,1.1724129363941918,0.24512233215184207
114.0,esn,ar,-0.10844702236429785,0.9139604716118067
114.0,esn,arc,0.7347207093015757,0.46503585523444324
114.0,ar,arc,1.13887250998228,0.25875261264980537
116.0,con,ens,1.158383540676123,0.2505891391775116
116.0,con,esn,-0.16979355306994584,0.8656553692046491
116.0,con,ar,2.2205966077562684,0.02957055396689811
116.0,con,arc,2.1282981382800754,0.0367842357069111
116.0,ens,esn,-1.7281918048315206,0.08830093499071108
116.0,ens,ar,0.935975209040737,0.3524586822607124
116.0,ens,arc,1.0022963332209098,0.3196042744573191
116.0,esn,ar,2.454958883611742,0.016541997509728068
116.0,esn,arc,2.6747863973535795,0.009275036278123486
116.0,ar,arc,-0.49337331604000345,0.6232714982014991
118.0,con,ens,2.711418878261438,0.008475318093306169
118.0,con,esn,1.462408630219466,0.14823585009300266
118.0,con,ar,2.370519697780527,0.020604539028730266
118.0,con,arc,3.9815481056304374,0.00016905473464995838
118.0,ens,esn,-0.6731596875516281,0.5031271566293789
118.0,ens,ar,0.31790334297283507,0.7515324715001157
118.0,ens,arc,2.2899835639089616,0.02513047788694936
118.0,esn,ar,0.7135072032760016,0.4779736931448795
118.0,esn,arc,1.633033135626265,0.10708435050407372
118.0,ar,arc,1.3377228536893595,0.18544368840964834
119.0,con,ens,-4.065804545089489,0.00012218999013485473
119.0,con,esn,1.8169882122386927,0.07343911272001559
119.0,con,ar,0.7237561860243036,0.4715933847556847
119.0,con,arc,-2.7489040942570795,0.007576975935594863
119.0,ens,esn,4.274472370351233,5.861273502877077e-05
119.0,ens,ar,4.174785671295655,8.345211700366293e-05
119.0,ens,arc,0.9198039598624437,0.36078977196417716
119.0,esn,ar,-1.501127446036987,0.13775693548281076
119.0,esn,arc,-4.135470845855849,9.581649224081506e-05
119.0,ar,arc,-4.47234264204741,2.8714137398517554e-05
120.0,con,ens,3.792947522942937,0.00031579196792118813
120.0,con,esn,-2.233203414194538,0.028781396481826
120.0,con,ar,0.7064958607281177,0.4822587686093722
120.0,con,arc,3.0534093596332226,0.003212792853214324
120.0,ens,esn,-4.650392785398605,1.5466203500126605e-05
120.0,ens,ar,-2.330383139818214,0.022716429990067333
120.0,ens,arc,-1.0790991697210808,0.2843013046786374
120.0,esn,ar,4.368394009086805,4.312419312418437e-05
120.0,esn,arc,5.003392962936234,4.118951072947174e-06
120.0,ar,arc,2.366909201865848,0.020748435901890065
121.0,con,ens,-1.0299857761601043,0.30651270541306386
121.0,con,esn,-1.7388696369904815,0.08639207926296424
121.0,con,ar,-0.1523926957124883,0.8793094553109895
121.0,con,arc,-0.8090558090598597,0.42118600809424167
121.0,ens,esn,-2.3412119490710843,0.022033114361478867
121.0,ens,ar,1.5669809076847878,0.12156556903711198
121.0,ens,arc,0.23883344355312627,0.8119227727809518
121.0,esn,ar,2.3361908657379833,0.022309126861681832
121.0,esn,arc,2.9762549570158225,0.003987354909379999
121.0,ar,arc,-1.262882288024303,0.21076330335641386
123.0,con,ens,1.5470575528221269,0.12649107132087706
123.0,con,esn,0.92998203599623,0.3556701664695603
123.0,con,ar,1.6538620217261206,0.10276503064475764
123.0,con,arc,3.0257322158056517,0.003499577640573609
123.0,ens,esn,-0.4493430657236244,0.6546131486218862
123.0,ens,ar,0.38637559140243694,0.7004248840078127
123.0,ens,arc,1.440303989830212,0.1543698992248536
123.0,esn,ar,0.7737855751022281,0.4417394700110473
123.0,esn,arc,1.6256016702328497,0.10866056684732224
123.0,ar,arc,0.9511634439110261,0.34489002606027375
124.0,con,ens,1.2955042612090577,0.1994023127063586
124.0,con,esn,0.35688573179984706,0.7222509635786905
124.0,con,ar,1.032157633049956,0.3055512784043809
124.0,con,arc,1.7832345368183735,0.0788832302389684
124.0,ens,esn,-0.9965669857262205,0.322407270633263
124.0,ens,ar,-0.4321788517299795,0.6669398570859177
124.0,ens,arc,0.4842322166013172,0.6297327021133489
124.0,esn,ar,0.728222569374526,0.468906469826445
124.0,esn,arc,1.607290923922625,0.11249227987393924
124.0,ar,arc,1.0721677612649916,0.2873272375033647
125.0,con,ens,2.1608949937098467,0.03412712476852206
125.0,con,esn,1.0426727659563666,0.300687556200217
125.0,con,ar,1.5004462767492213,0.13799604363494256
125.0,con,arc,2.0873545409576817,0.04049806036236228
125.0,ens,esn,-1.3230008481192408,0.1901406776307964
125.0,ens,ar,-0.6656530537674578,0.5078204653095302
125.0,ens,arc,-0.174495771232403,0.861979557225448
125.0,esn,ar,0.3965384413077933,0.6929141459749069
125.0,esn,arc,1.0134620145672988,0.31432982276726557
125.0,ar,arc,0.614977630372304,0.5405635723244033
126.0,con,ens,1.8777601159848447,0.06452135621951535
126.0,con,esn,-0.6433821894464112,0.5220488238231713
126.0,con,ar,2.853505370308093,0.00566191896323774
126.0,con,arc,2.2601886607954746,0.026878073757489043
